Invoice_ID,month,Product_Type,Quantity,Unit_Price,Total_Sale,Customer_Type,Location,Payment_Mode,Service_Type
INV01128,April,Filter Cartridge,3,870,2610,Business,Uptown,Cash,Cartridge Replacement
INV01133,April,Filter Cartridge,1,1019,1019,Institution,Suburbs,Cash,Cartridge Replacement
INV01136,April,Filter Cartridge,4,1025,4100,Institution,Uptown,Cash,Cartridge Replacement
INV01140,May,Filter Cartridge,2,880,1760,Institution,Uptown,Card,Cartridge Replacement
INV01142,May,Filter Cartridge,4,730,2920,Institution,City Center,Cash,Cartridge Replacement
INV01144,May,Filter Cartridge,2,644,1288,Institution,Suburbs,Online,Cartridge Replacement
INV01145,May,Filter Cartridge,3,527,1581,Household,Uptown,Online,Cartridge Replacement
INV01147,May,Filter Cartridge,1,948,948,Institution,Uptown,Card,Cartridge Replacement
INV01148,May,Filter Cartridge,4,959,3836,Household,Suburbs,Card,Cartridge Replacement
INV01151,May,Filter Cartridge,3,894,2682,Household,Industrial Area,Card,Cartridge Replacement
INV01153,May,Filter Cartridge,3,1129,3387,Business,City Center,Online,Cartridge Replacement
INV01160,May,Filter Cartridge,3,1012,3036,Business,Downtown,Cash,Cartridge Replacement
INV01177,May,Filter Cartridge,2,984,1968,Household,Downtown,Cash,Cartridge Replacement
INV01186,May,Filter Cartridge,1,538,538,Business,Downtown,Cash,Cartridge Replacement
INV01191,May,Filter Cartridge,4,1137,4548,Business,Industrial Area,Cash,Cartridge Replacement
INV01192,May,Filter Cartridge,1,807,807,Business,Downtown,Cash,Cartridge Replacement
INV01196,May,Filter Cartridge,1,1168,1168,Household,Downtown,Cash,Cartridge Replacement
INV01200,May,Filter Cartridge,3,692,2076,Institution,Downtown,Card,Cartridge Replacement
INV01203,May,Filter Cartridge,2,913,1826,Business,City Center,Card,Cartridge Replacement
INV01216,May,Filter Cartridge,4,1074,4296,Business,City Center,Cash,Cartridge Replacement
INV01235,May,Filter Cartridge,3,564,1692,Institution,Suburbs,Cash,Cartridge Replacement
INV01239,May,Filter Cartridge,3,1104,3312,Household,City Center,Cash,Cartridge Replacement
INV01241,May,Filter Cartridge,1,996,996,Household,Suburbs,Cash,Cartridge Replacement
INV01244,May,Filter Cartridge,4,1121,4484,Household,Uptown,Cash,Cartridge Replacement
INV01250,May,Filter Cartridge,4,1128,4512,Business,City Center,Online,Cartridge Replacement
INV01260,May,Filter Cartridge,4,926,3704,Business,Industrial Area,Online,Cartridge Replacement
INV01270,May,Filter Cartridge,2,1038,2076,Household,Uptown,Card,Cartridge Replacement
INV01275,May,Filter Cartridge,2,1088,2176,Institution,City Center,Online,Cartridge Replacement
INV01276,May,Filter Cartridge,4,589,2356,Business,Suburbs,Card,Cartridge Replacement
INV01286,May,Filter Cartridge,2,884,1768,Business,Suburbs,Card,Cartridge Replacement
INV01292,May,Filter Cartridge,1,525,525,Household,Suburbs,Cash,Cartridge Replacement
INV01294,May,Filter Cartridge,4,877,3508,Institution,Industrial Area,Cash,Cartridge Replacement
INV01295,May,Filter Cartridge,1,1136,1136,Institution,Uptown,Online,Cartridge Replacement
INV01299,May,Filter Cartridge,3,792,2376,Household,Downtown,Cash,Cartridge Replacement
INV01304,May,Filter Cartridge,1,645,645,Household,Suburbs,Cash,Cartridge Replacement
INV01305,May,Filter Cartridge,3,1175,3525,Household,Uptown,Card,Cartridge Replacement
INV01316,May,Filter Cartridge,1,940,940,Institution,Uptown,Card,Cartridge Replacement
INV01321,May,Filter Cartridge,3,762,2286,Institution,City Center,Card,Cartridge Replacement
INV01331,May,Filter Cartridge,4,852,3408,Institution,Uptown,Card,Cartridge Replacement
INV01332,May,Filter Cartridge,3,569,1707,Household,Suburbs,Cash,Cartridge Replacement
INV01338,May,Filter Cartridge,3,659,1977,Institution,Suburbs,Online,Cartridge Replacement
INV01344,May,Filter Cartridge,2,629,1258,Household,Downtown,Cash,Cartridge Replacement
INV01345,May,Filter Cartridge,3,671,2013,Household,City Center,Cash,Cartridge Replacement
INV01358,May,Filter Cartridge,2,736,1472,Institution,Downtown,Cash,Cartridge Replacement
INV01359,May,Filter Cartridge,3,847,2541,Institution,Industrial Area,Online,Cartridge Replacement
INV01375,May,Filter Cartridge,3,1165,3495,Business,Uptown,Card,Cartridge Replacement
INV01380,May,Filter Cartridge,2,642,1284,Household,City Center,Card,Cartridge Replacement
INV01383,May,Filter Cartridge,3,1060,3180,Business,Suburbs,Online,Cartridge Replacement
INV01384,May,Filter Cartridge,2,1177,2354,Household,Suburbs,Card,Cartridge Replacement
INV01386,May,Filter Cartridge,2,1169,2338,Institution,Uptown,Online,Cartridge Replacement
INV01388,May,Filter Cartridge,3,506,1518,Institution,Downtown,Card,Cartridge Replacement
INV01391,May,Filter Cartridge,3,904,2712,Business,City Center,Card,Cartridge Replacement
INV01401,May,Filter Cartridge,1,616,616,Business,Industrial Area,Card,Cartridge Replacement
INV01414,May,Filter Cartridge,3,1016,3048,Institution,Downtown,Online,Cartridge Replacement
INV01419,May,Filter Cartridge,3,1189,3567,Household,Industrial Area,Cash,Cartridge Replacement
INV01421,May,Filter Cartridge,3,956,2868,Household,Industrial Area,Card,Cartridge Replacement
INV01424,May,Filter Cartridge,1,828,828,Institution,Suburbs,Card,Cartridge Replacement
INV01431,May,Filter Cartridge,3,879,2637,Business,City Center,Online,Cartridge Replacement
INV01432,May,Filter Cartridge,4,720,2880,Business,City Center,Online,Cartridge Replacement
INV01455,June,Filter Cartridge,1,1199,1199,Business,Downtown,Cash,Cartridge Replacement
INV01459,June,Filter Cartridge,1,1009,1009,Institution,Industrial Area,Card,Cartridge Replacement
INV01460,June,Filter Cartridge,4,1045,4180,Business,Uptown,Cash,Cartridge Replacement
INV01472,June,Filter Cartridge,2,741,1482,Business,City Center,Online,Cartridge Replacement
INV01475,June,Filter Cartridge,3,699,2097,Business,Downtown,Cash,Cartridge Replacement
INV01481,June,Filter Cartridge,1,699,699,Household,Industrial Area,Cash,Cartridge Replacement
INV01488,June,Filter Cartridge,3,710,2130,Business,City Center,Cash,Cartridge Replacement
INV01492,June,Filter Cartridge,3,867,2601,Business,Downtown,Cash,Cartridge Replacement
INV01495,June,Filter Cartridge,4,859,3436,Business,Industrial Area,Online,Cartridge Replacement
INV01498,June,Filter Cartridge,4,881,3524,Institution,City Center,Cash,Cartridge Replacement
INV01509,June,Filter Cartridge,1,901,901,Household,Uptown,Online,Cartridge Replacement
INV01510,June,Filter Cartridge,3,1164,3492,Institution,Downtown,Cash,Cartridge Replacement
INV01515,June,Filter Cartridge,4,787,3148,Institution,Downtown,Cash,Cartridge Replacement
INV01517,June,Filter Cartridge,2,612,1224,Household,Uptown,Cash,Cartridge Replacement
INV01528,June,Filter Cartridge,3,735,2205,Household,Uptown,Cash,Cartridge Replacement
INV01555,June,Filter Cartridge,1,801,801,Business,Industrial Area,Card,Cartridge Replacement
INV01560,June,Filter Cartridge,4,1097,4388,Household,Industrial Area,Cash,Cartridge Replacement
INV01561,June,Filter Cartridge,2,1101,2202,Business,Suburbs,Cash,Cartridge Replacement
INV01570,June,Filter Cartridge,3,880,2640,Business,Industrial Area,Online,Cartridge Replacement
INV01582,June,Filter Cartridge,4,720,2880,Household,Downtown,Online,Cartridge Replacement
INV01588,June,Filter Cartridge,2,1169,2338,Institution,Uptown,Online,Cartridge Replacement
INV01591,June,Filter Cartridge,3,818,2454,Household,Suburbs,Online,Cartridge Replacement
INV01599,June,Filter Cartridge,4,1184,4736,Institution,Industrial Area,Online,Cartridge Replacement
INV01601,June,Filter Cartridge,3,612,1836,Business,Uptown,Card,Cartridge Replacement
INV01605,June,Filter Cartridge,3,975,2925,Institution,Downtown,Online,Cartridge Replacement
INV01611,June,Filter Cartridge,3,898,2694,Business,Suburbs,Online,Cartridge Replacement
INV01612,June,Filter Cartridge,2,1058,2116,Institution,City Center,Cash,Cartridge Replacement
INV01621,June,Filter Cartridge,2,1062,2124,Institution,City Center,Cash,Cartridge Replacement
INV01623,June,Filter Cartridge,3,801,2403,Household,City Center,Card,Cartridge Replacement
INV01624,June,Filter Cartridge,2,1080,2160,Institution,Uptown,Online,Cartridge Replacement
INV01644,June,Filter Cartridge,4,769,3076,Household,Suburbs,Card,Cartridge Replacement
INV01646,June,Filter Cartridge,4,899,3596,Institution,Industrial Area,Cash,Cartridge Replacement
INV01651,June,Filter Cartridge,1,727,727,Business,Industrial Area,Cash,Cartridge Replacement
INV01655,June,Filter Cartridge,1,695,695,Business,City Center,Cash,Cartridge Replacement
INV01667,June,Filter Cartridge,1,581,581,Business,Suburbs,Card,Cartridge Replacement
INV01668,June,Filter Cartridge,1,630,630,Household,Uptown,Card,Cartridge Replacement
INV01669,June,Filter Cartridge,3,804,2412,Household,City Center,Online,Cartridge Replacement
INV01670,June,Filter Cartridge,3,870,2610,Institution,City Center,Card,Cartridge Replacement
INV01679,June,Filter Cartridge,4,1072,4288,Business,City Center,Cash,Cartridge Replacement
INV01685,June,Filter Cartridge,1,1028,1028,Household,Uptown,Cash,Cartridge Replacement
INV01695,June,Filter Cartridge,2,1087,2174,Business,Uptown,Card,Cartridge Replacement
INV01696,June,Filter Cartridge,4,793,3172,Business,City Center,Cash,Cartridge Replacement
INV01701,June,Filter Cartridge,4,653,2612,Business,Suburbs,Card,Cartridge Replacement
INV01703,June,Filter Cartridge,2,713,1426,Business,Uptown,Online,Cartridge Replacement
INV01708,June,Filter Cartridge,4,557,2228,Household,Uptown,Online,Cartridge Replacement
INV01709,June,Filter Cartridge,4,525,2100,Household,Uptown,Card,Cartridge Replacement
INV01712,June,Filter Cartridge,2,543,1086,Household,Suburbs,Online,Cartridge Replacement
INV01717,June,Filter Cartridge,3,806,2418,Institution,City Center,Cash,Cartridge Replacement
INV00024,January,Industrial Filter,3,33556,100668,Institution,Suburbs,Cash,New Purchase
INV00025,January,Industrial Filter,3,38838,116514,Business,City Center,Cash,New Purchase
INV00026,January,Industrial Filter,1,44502,44502,Business,Downtown,Card,New Purchase
INV00045,January,Industrial Filter,2,30995,61990,Business,Industrial Area,Cash,New Purchase
INV00050,January,Industrial Filter,1,38529,38529,Business,Suburbs,Cash,New Purchase
INV00065,January,Industrial Filter,1,33561,33561,Business,City Center,Cash,New Purchase
INV00067,January,Industrial Filter,4,38392,153568,Institution,City Center,Cash,New Purchase
INV00068,January,Industrial Filter,4,43067,172268,Household,Industrial Area,Card,New Purchase
INV00076,January,Industrial Filter,3,47412,142236,Household,Uptown,Cash,New Purchase
INV00078,January,Industrial Filter,3,42685,128055,Business,City Center,Card,New Purchase
INV00083,January,Industrial Filter,1,45934,45934,Household,City Center,Online,New Purchase
INV00090,January,Industrial Filter,3,31059,93177,Business,Industrial Area,Cash,New Purchase
INV00093,January,Industrial Filter,3,49541,148623,Business,Industrial Area,Card,New Purchase
INV00095,January,Industrial Filter,2,39789,79578,Institution,Uptown,Online,New Purchase
INV00096,January,Industrial Filter,1,32693,32693,Household,Downtown,Online,New Purchase
INV00106,January,Industrial Filter,1,39474,39474,Business,Downtown,Online,New Purchase
INV00107,January,Industrial Filter,3,35530,106590,Household,Uptown,Card,New Purchase
INV00109,January,Industrial Filter,1,43545,43545,Institution,Industrial Area,Cash,New Purchase
INV00110,January,Industrial Filter,4,30663,122652,Institution,Suburbs,Cash,New Purchase
INV00115,January,Industrial Filter,2,43808,87616,Household,Downtown,Cash,New Purchase
INV00116,January,Industrial Filter,2,47675,95350,Household,City Center,Online,New Purchase
INV00131,January,Industrial Filter,3,30202,90606,Institution,Uptown,Cash,New Purchase
INV00132,January,Industrial Filter,4,42688,170752,Institution,City Center,Card,New Purchase
INV00147,January,Industrial Filter,1,48343,48343,Household,Suburbs,Cash,New Purchase
INV00148,January,Industrial Filter,4,32385,129540,Institution,Industrial Area,Online,New Purchase
INV00151,January,Industrial Filter,2,46646,93292,Household,Uptown,Cash,New Purchase
INV00154,January,Industrial Filter,1,46371,46371,Household,Uptown,Card,New Purchase
INV00169,January,Industrial Filter,2,35592,71184,Institution,Suburbs,Online,New Purchase
INV00191,January,Industrial Filter,1,37022,37022,Business,Suburbs,Online,New Purchase
INV00192,January,Industrial Filter,4,35600,142400,Business,Downtown,Online,New Purchase
INV00200,January,Industrial Filter,3,31060,93180,Household,City Center,Card,New Purchase
INV00204,January,Industrial Filter,3,30699,92097,Household,Suburbs,Card,New Purchase
INV00207,January,Industrial Filter,1,32975,32975,Household,Suburbs,Card,New Purchase
INV00211,January,Industrial Filter,1,30569,30569,Household,City Center,Card,New Purchase
INV00218,January,Industrial Filter,2,30784,61568,Institution,Uptown,Card,New Purchase
INV00221,January,Industrial Filter,2,35986,71972,Business,Industrial Area,Cash,New Purchase
INV00225,January,Industrial Filter,1,42323,42323,Business,Downtown,Online,New Purchase
INV00228,January,Industrial Filter,4,36655,146620,Business,Suburbs,Online,New Purchase
INV00239,January,Industrial Filter,2,45338,90676,Institution,Suburbs,Cash,New Purchase
INV00244,January,Industrial Filter,3,30876,92628,Business,Uptown,Online,New Purchase
INV00245,January,Industrial Filter,4,34142,136568,Household,Suburbs,Online,New Purchase
INV00259,January,Industrial Filter,2,46896,93792,Household,Industrial Area,Cash,New Purchase
INV00270,January,Industrial Filter,4,33506,134024,Business,Suburbs,Cash,New Purchase
INV00271,January,Industrial Filter,1,37253,37253,Household,Uptown,Card,New Purchase
INV00278,January,Industrial Filter,4,40457,161828,Household,City Center,Card,New Purchase
INV00279,January,Industrial Filter,2,32479,64958,Household,Suburbs,Cash,New Purchase
INV00289,January,Industrial Filter,2,39823,79646,Institution,Uptown,Online,New Purchase
INV00292,January,Industrial Filter,1,46364,46364,Institution,Uptown,Cash,New Purchase
INV00293,January,Industrial Filter,4,49223,196892,Institution,Downtown,Cash,New Purchase
INV00298,January,Industrial Filter,3,35387,106161,Household,Industrial Area,Online,New Purchase
INV00299,January,Industrial Filter,3,35536,106608,Institution,Uptown,Online,New Purchase
INV00308,February,Industrial Filter,2,30417,60834,Business,Downtown,Cash,New Purchase
INV00310,February,Industrial Filter,4,47209,188836,Household,Downtown,Cash,New Purchase
INV00324,February,Industrial Filter,3,43584,130752,Business,Uptown,Cash,New Purchase
INV00327,February,Industrial Filter,1,30698,30698,Household,Uptown,Online,New Purchase
INV00329,February,Industrial Filter,4,46779,187116,Business,Industrial Area,Card,New Purchase
INV00332,February,Industrial Filter,1,32502,32502,Household,Downtown,Card,New Purchase
INV00334,February,Industrial Filter,3,35486,106458,Business,Downtown,Online,New Purchase
INV00339,February,Industrial Filter,1,31167,31167,Business,Suburbs,Card,New Purchase
INV00345,February,Industrial Filter,3,35334,106002,Institution,Downtown,Online,New Purchase
INV00346,February,Industrial Filter,1,34330,34330,Institution,Industrial Area,Online,New Purchase
INV00349,February,Industrial Filter,4,45368,181472,Household,City Center,Online,New Purchase
INV00360,February,Industrial Filter,2,43807,87614,Household,Uptown,Card,New Purchase
INV00365,February,Industrial Filter,1,33141,33141,Business,Industrial Area,Online,New Purchase
INV00367,February,Industrial Filter,3,36588,109764,Institution,Downtown,Online,New Purchase
INV00368,February,Industrial Filter,4,35301,141204,Institution,Industrial Area,Online,New Purchase
INV00383,February,Industrial Filter,1,30823,30823,Household,Suburbs,Cash,New Purchase
INV00386,February,Industrial Filter,1,31852,31852,Institution,City Center,Online,New Purchase
INV00388,February,Industrial Filter,2,41003,82006,Institution,Industrial Area,Card,New Purchase
INV00399,February,Industrial Filter,4,41023,164092,Household,Downtown,Cash,New Purchase
INV00402,February,Industrial Filter,4,30667,122668,Household,Downtown,Card,New Purchase
INV00409,February,Industrial Filter,1,34835,34835,Household,Industrial Area,Card,New Purchase
INV00412,February,Industrial Filter,1,35320,35320,Household,City Center,Online,New Purchase
INV00421,February,Industrial Filter,2,49255,98510,Business,City Center,Card,New Purchase
INV00424,February,Industrial Filter,3,31015,93045,Institution,Industrial Area,Online,New Purchase
INV00429,February,Industrial Filter,2,34158,68316,Institution,City Center,Card,New Purchase
INV00437,February,Industrial Filter,4,45158,180632,Institution,City Center,Cash,New Purchase
INV00443,February,Industrial Filter,2,43456,86912,Household,Uptown,Cash,New Purchase
INV00446,February,Industrial Filter,3,47100,141300,Institution,City Center,Cash,New Purchase
INV00447,February,Industrial Filter,4,34544,138176,Household,Downtown,Card,New Purchase
INV00465,February,Industrial Filter,3,45781,137343,Business,Downtown,Online,New Purchase
INV00466,February,Industrial Filter,2,39521,79042,Business,Industrial Area,Cash,New Purchase
INV00468,February,Industrial Filter,3,40209,120627,Business,Uptown,Cash,New Purchase
INV00472,February,Industrial Filter,2,40320,80640,Institution,Suburbs,Cash,New Purchase
INV00497,February,Industrial Filter,1,42891,42891,Business,Uptown,Cash,New Purchase
INV00502,February,Industrial Filter,1,46907,46907,Business,City Center,Card,New Purchase
INV00503,February,Industrial Filter,2,48977,97954,Institution,Uptown,Cash,New Purchase
INV00504,February,Industrial Filter,1,44124,44124,Institution,Industrial Area,Online,New Purchase
INV00505,February,Industrial Filter,3,40488,121464,Institution,City Center,Cash,New Purchase
INV00507,February,Industrial Filter,2,40478,80956,Household,Uptown,Online,New Purchase
INV00509,February,Industrial Filter,2,42394,84788,Household,Suburbs,Cash,New Purchase
INV00516,February,Industrial Filter,4,43013,172052,Business,Downtown,Cash,New Purchase
INV00517,February,Industrial Filter,2,38150,76300,Business,City Center,Card,New Purchase
INV00526,February,Industrial Filter,3,42772,128316,Institution,Industrial Area,Cash,New Purchase
INV00527,February,Industrial Filter,4,31062,124248,Business,City Center,Card,New Purchase
INV00532,February,Industrial Filter,2,45147,90294,Institution,Uptown,Online,New Purchase
INV00534,February,Industrial Filter,1,41475,41475,Business,Industrial Area,Card,New Purchase
INV00540,February,Industrial Filter,2,44369,88738,Business,City Center,Cash,New Purchase
INV00546,February,Industrial Filter,4,40554,162216,Institution,City Center,Card,New Purchase
INV00547,February,Industrial Filter,1,44277,44277,Institution,Industrial Area,Online,New Purchase
INV00556,February,Industrial Filter,3,43046,129138,Institution,City Center,Card,New Purchase
INV00566,February,Industrial Filter,3,40954,122862,Institution,Industrial Area,Card,New Purchase
INV00571,February,Industrial Filter,4,32048,128192,Business,City Center,Cash,New Purchase
INV00574,March,Industrial Filter,3,36988,110964,Business,Uptown,Card,New Purchase
INV00575,March,Industrial Filter,3,44594,133782,Institution,Suburbs,Online,New Purchase
INV00581,March,Industrial Filter,4,37041,148164,Institution,Industrial Area,Cash,New Purchase
INV00582,March,Industrial Filter,1,35287,35287,Household,City Center,Card,New Purchase
INV00586,March,Industrial Filter,1,48378,48378,Business,Uptown,Online,New Purchase
INV00596,March,Industrial Filter,4,41157,164628,Institution,Downtown,Online,New Purchase
INV00598,March,Industrial Filter,1,45524,45524,Household,City Center,Online,New Purchase
INV00603,March,Industrial Filter,1,40535,40535,Institution,Industrial Area,Cash,New Purchase
INV00604,March,Industrial Filter,4,39510,158040,Institution,Suburbs,Cash,New Purchase
INV00606,March,Industrial Filter,2,36943,73886,Business,Uptown,Cash,New Purchase
INV00608,March,Industrial Filter,3,39184,117552,Business,Uptown,Cash,New Purchase
INV00609,March,Industrial Filter,1,31248,31248,Business,Uptown,Online,New Purchase
INV00610,March,Industrial Filter,3,42790,128370,Institution,Uptown,Cash,New Purchase
INV00611,March,Industrial Filter,2,48381,96762,Household,Suburbs,Cash,New Purchase
INV00612,March,Industrial Filter,1,33687,33687,Household,City Center,Card,New Purchase
INV00616,March,Industrial Filter,3,47586,142758,Institution,Industrial Area,Online,New Purchase
INV00629,March,Industrial Filter,2,34612,69224,Household,Industrial Area,Card,New Purchase
INV00634,March,Industrial Filter,1,44382,44382,Business,Suburbs,Card,New Purchase
INV00639,March,Industrial Filter,3,36898,110694,Business,Downtown,Cash,New Purchase
INV00682,March,Industrial Filter,3,33600,100800,Institution,Suburbs,Online,New Purchase
INV00689,March,Industrial Filter,3,34757,104271,Household,Industrial Area,Card,New Purchase
INV00695,March,Industrial Filter,4,39916,159664,Business,Suburbs,Online,New Purchase
INV00696,March,Industrial Filter,4,39984,159936,Household,Downtown,Card,New Purchase
INV00706,March,Industrial Filter,3,45534,136602,Institution,City Center,Online,New Purchase
INV00707,March,Industrial Filter,2,36645,73290,Business,Suburbs,Card,New Purchase
INV00716,March,Industrial Filter,4,44422,177688,Household,Uptown,Card,New Purchase
INV00723,March,Industrial Filter,2,49694,99388,Business,Suburbs,Cash,New Purchase
INV00728,March,Industrial Filter,4,39503,158012,Household,Uptown,Cash,New Purchase
INV00729,March,Industrial Filter,4,45149,180596,Business,Downtown,Card,New Purchase
INV00733,March,Industrial Filter,2,45070,90140,Household,City Center,Online,New Purchase
INV00735,March,Industrial Filter,2,36150,72300,Institution,Industrial Area,Cash,New Purchase
INV00742,March,Industrial Filter,1,49978,49978,Institution,Suburbs,Online,New Purchase
INV00752,March,Industrial Filter,2,45517,91034,Business,Downtown,Cash,New Purchase
INV00762,March,Industrial Filter,3,48925,146775,Business,Suburbs,Cash,New Purchase
INV00763,March,Industrial Filter,4,38633,154532,Business,Suburbs,Card,New Purchase
INV00766,March,Industrial Filter,1,46458,46458,Business,Suburbs,Card,New Purchase
INV00774,March,Industrial Filter,1,38041,38041,Business,Industrial Area,Cash,New Purchase
INV00777,March,Industrial Filter,2,34263,68526,Household,Industrial Area,Card,New Purchase
INV00788,March,Industrial Filter,3,43081,129243,Household,Industrial Area,Card,New Purchase
INV00792,March,Industrial Filter,3,47717,143151,Institution,City Center,Cash,New Purchase
INV00802,March,Industrial Filter,3,30481,91443,Institution,Downtown,Cash,New Purchase
INV00803,March,Industrial Filter,1,30153,30153,Business,Suburbs,Online,New Purchase
INV00811,March,Industrial Filter,3,42418,127254,Business,Industrial Area,Card,New Purchase
INV00827,March,Industrial Filter,1,41918,41918,Institution,Suburbs,Online,New Purchase
INV00828,March,Industrial Filter,3,43849,131547,Household,Suburbs,Cash,New Purchase
INV00830,March,Industrial Filter,2,34806,69612,Institution,Suburbs,Cash,New Purchase
INV00836,March,Industrial Filter,3,45023,135069,Business,Suburbs,Cash,New Purchase
INV00838,March,Industrial Filter,3,31500,94500,Institution,Uptown,Online,New Purchase
INV00841,March,Industrial Filter,3,49426,148278,Business,City Center,Card,New Purchase
INV00845,March,Industrial Filter,4,32667,130668,Business,Suburbs,Online,New Purchase
INV00846,March,Industrial Filter,4,43409,173636,Institution,Industrial Area,Cash,New Purchase
INV00859,April,Industrial Filter,3,49625,148875,Household,City Center,Online,New Purchase
INV00865,April,Industrial Filter,2,48416,96832,Household,Industrial Area,Cash,New Purchase
INV00874,April,Industrial Filter,1,40816,40816,Institution,Industrial Area,Online,New Purchase
INV00889,April,Industrial Filter,2,38202,76404,Institution,City Center,Cash,New Purchase
INV00894,April,Industrial Filter,3,33564,100692,Business,City Center,Online,New Purchase
INV00896,April,Industrial Filter,3,47208,141624,Institution,Suburbs,Online,New Purchase
INV00905,April,Industrial Filter,3,37657,112971,Household,Industrial Area,Cash,New Purchase
INV00917,April,Industrial Filter,1,47602,47602,Business,Suburbs,Online,New Purchase
INV00918,April,Industrial Filter,1,43774,43774,Business,City Center,Card,New Purchase
INV00919,April,Industrial Filter,4,39752,159008,Business,Suburbs,Card,New Purchase
INV00921,April,Industrial Filter,3,47338,142014,Household,Uptown,Online,New Purchase
INV00923,April,Industrial Filter,4,30974,123896,Institution,Industrial Area,Card,New Purchase
INV00926,April,Industrial Filter,4,43913,175652,Household,Downtown,Cash,New Purchase
INV00931,April,Industrial Filter,1,44559,44559,Household,Suburbs,Cash,New Purchase
INV00933,April,Industrial Filter,1,48546,48546,Household,Downtown,Online,New Purchase
INV00938,April,Industrial Filter,3,31312,93936,Business,City Center,Online,New Purchase
INV00946,April,Industrial Filter,1,43481,43481,Institution,Suburbs,Cash,New Purchase
INV00947,April,Industrial Filter,4,33738,134952,Business,City Center,Cash,New Purchase
INV00950,April,Industrial Filter,3,46940,140820,Institution,City Center,Cash,New Purchase
INV00952,April,Industrial Filter,1,46370,46370,Institution,Industrial Area,Cash,New Purchase
INV00963,April,Industrial Filter,3,31136,93408,Institution,City Center,Cash,New Purchase
INV00978,April,Industrial Filter,4,37059,148236,Household,Industrial Area,Online,New Purchase
INV00983,April,Industrial Filter,2,38073,76146,Business,Suburbs,Card,New Purchase
INV00984,April,Industrial Filter,2,49136,98272,Business,Industrial Area,Online,New Purchase
INV00991,April,Industrial Filter,3,32428,97284,Business,Suburbs,Online,New Purchase
INV00997,April,Industrial Filter,3,41801,125403,Business,City Center,Online,New Purchase
INV00999,April,Industrial Filter,4,44288,177152,Household,Uptown,Online,New Purchase
INV01001,April,Industrial Filter,1,46422,46422,Institution,Industrial Area,Online,New Purchase
INV01012,April,Industrial Filter,3,46335,139005,Institution,Downtown,Card,New Purchase
INV01024,April,Industrial Filter,4,36573,146292,Household,Industrial Area,Online,New Purchase
INV01025,April,Industrial Filter,1,35776,35776,Institution,Suburbs,Cash,New Purchase
INV01033,April,Industrial Filter,3,45251,135753,Household,Suburbs,Cash,New Purchase
INV01034,April,Industrial Filter,2,41536,83072,Institution,Suburbs,Cash,New Purchase
INV01035,April,Industrial Filter,2,43547,87094,Business,City Center,Card,New Purchase
INV01036,April,Industrial Filter,4,31763,127052,Household,Industrial Area,Cash,New Purchase
INV01040,April,Industrial Filter,1,32433,32433,Institution,Industrial Area,Cash,New Purchase
INV01049,April,Industrial Filter,4,36154,144616,Household,City Center,Online,New Purchase
INV01052,April,Industrial Filter,4,49880,199520,Business,Uptown,Online,New Purchase
INV01053,April,Industrial Filter,3,30213,90639,Business,Suburbs,Online,New Purchase
INV01055,April,Industrial Filter,1,36731,36731,Household,Downtown,Card,New Purchase
INV01060,April,Industrial Filter,2,46019,92038,Business,City Center,Cash,New Purchase
INV01067,April,Industrial Filter,4,47301,189204,Institution,Suburbs,Online,New Purchase
INV01068,April,Industrial Filter,3,40433,121299,Business,Industrial Area,Card,New Purchase
INV01072,April,Industrial Filter,2,30105,60210,Institution,Uptown,Card,New Purchase
INV01080,April,Industrial Filter,3,30552,91656,Business,Uptown,Online,New Purchase
INV01081,April,Industrial Filter,4,33911,135644,Business,City Center,Online,New Purchase
INV01084,April,Industrial Filter,3,32430,97290,Business,Suburbs,Card,New Purchase
INV01085,April,Industrial Filter,3,30458,91374,Institution,Uptown,Cash,New Purchase
INV01090,April,Industrial Filter,3,30514,91542,Household,City Center,Cash,New Purchase
INV01092,April,Industrial Filter,1,34109,34109,Household,Downtown,Card,New Purchase
INV01093,April,Industrial Filter,3,45313,135939,Institution,Industrial Area,Card,New Purchase
INV01100,April,Industrial Filter,4,41894,167576,Institution,Suburbs,Cash,New Purchase
INV01110,April,Industrial Filter,1,36236,36236,Institution,Suburbs,Cash,New Purchase
INV01111,April,Industrial Filter,2,43518,87036,Household,Suburbs,Online,New Purchase
INV01112,April,Industrial Filter,1,37005,37005,Household,Uptown,Card,New Purchase
INV01114,April,Industrial Filter,2,30956,61912,Household,Downtown,Cash,New Purchase
INV01116,April,Industrial Filter,1,42803,42803,Household,Downtown,Cash,New Purchase
INV01127,April,Industrial Filter,3,42201,126603,Institution,City Center,Online,New Purchase
INV01129,April,Industrial Filter,2,39461,78922,Household,Suburbs,Card,New Purchase
INV01134,April,Industrial Filter,4,42765,171060,Institution,Uptown,Online,New Purchase
INV01137,May,Industrial Filter,3,42197,126591,Household,City Center,Online,New Purchase
INV01159,May,Industrial Filter,4,35895,143580,Institution,Suburbs,Online,New Purchase
INV01162,May,Industrial Filter,2,36099,72198,Household,Suburbs,Card,New Purchase
INV01164,May,Industrial Filter,3,49118,147354,Household,Downtown,Online,New Purchase
INV01167,May,Industrial Filter,1,39847,39847,Business,Downtown,Cash,New Purchase
INV01174,May,Industrial Filter,3,30281,90843,Household,Suburbs,Cash,New Purchase
INV01175,May,Industrial Filter,1,45360,45360,Business,Industrial Area,Online,New Purchase
